0,289,5.0,1232668800
0,394,5.0,1309046400
0,602,4.0,1385078400
0,715,4.0,1401235200
0,853,4.0,1361923200
1,251,4.0,1334448000
1,550,3.0,1347580800
1,553,5.0,1305590400
1,565,5.0,1367971200
1,622,5.0,1308096000
1,703,3.0,1311033600
1,751,5.0,1367971200
1,762,4.0,1384041600
1,935,5.0,1393891200
2,263,5.0,1211155200
2,669,5.0,1308182400
2,838,2.0,1379203200
2,859,5.0,1368144000
2,867,5.0,1376179200
3,7,5.0,957398400
3,15,5.0,1060128000
3,66,4.0,1377734400
3,76,4.0,1368489600
3,153,5.0,1337990400
3,167,3.0,1348531200
3,183,5.0,1375833600
3,251,5.0,1332892800
3,307,5.0,1367798400
3,348,4.0,1369872000
3,387,5.0,1349222400
3,398,4.0,1284595200
3,755,5.0,1335225600
3,821,5.0,1365033600
3,874,3.0,1374969600
3,912,5.0,1390780800
3,948,4.0,1398124800
4,85,5.0,1366243200
4,722,4.0,1308614400
4,729,3.0,1399334400
4,863,3.0,1402531200
4,869,4.0,1367539200
4,893,5.0,1377475200
4,935,4.0,1392854400
5,127,4.0,1369094400
5,167,3.0,1368662400
5,189,1.0,1306368000
5,524,2.0,1362355200
5,525,3.0,1367452800
5,550,2.0,1348185600
5,622,5.0,1308182400
5,806,4.0,1380153600
6,920,5.0,1396569600
6,930,5.0,1399161600
6,947,5.0,1403740800
6,954,5.0,1402617600
6,956,4.0,1402444800
7,577,5.0,1285459200
7,665,5.0,1399766400
7,794,5.0,1370476800
7,795,5.0,1370476800
7,797,5.0,1371686400
7,851,5.0,1374883200
8,108,3.0,1396656000
8,229,4.0,1361491200
8,246,5.0,1314057600
8,449,3.0,1376524800
8,491,4.0,1302393600
8,524,5.0,1279756800
8,580,4.0,1273449600
8,677,2.0,1361664000
8,838,3.0,1374969600
8,844,4.0,1374105600
8,853,3.0,1362355200
8,866,3.0,1403654400
8,874,2.0,1374796800
9,81,4.0,1369612800
9,92,4.0,1369612800
9,208,3.0,1398902400
9,229,4.0,1343606400
9,276,4.0,1367625600
9,351,4.0,1362787200
9,457,5.0,1344297600
9,754,3.0,1353974400
9,797,5.0,1369612800
9,857,5.0,1372550400
9,858,5.0,1372636800
9,874,3.0,1375660800
9,941,3.0,1397433600
10,167,4.0,1367366400
10,793,4.0,1399939200
10,821,3.0,1366675200
10,849,2.0,1394409600
11,8,5.0,1399852800
11,268,5.0,1386115200
11,577,4.0,1291507200
11,601,5.0,1332979200
11,692,5.0,1303948800
11,722,4.0,1309651200
11,749,5.0,1338854400
11,919,5.0,1403049600
11,927,5.0,1404345600
12,246,5.0,1390521600
12,555,5.0,1390521600
12,593,2.0,1306022400
12,595,5.0,1387065600
12,599,5.0,1376006400
13,167,2.0,1339545600
13,187,5.0,1336003200
13,189,5.0,1306713600
13,229,2.0,1341705600
13,251,5.0,1335398400
13,276,5.0,1367798400
13,708,3.0,1313452800
13,751,5.0,1367798400
13,768,4.0,1395705600
13,794,4.0,1370736000
13,840,5.0,1363219200
13,869,5.0,1368748800
13,925,1.0,1400112000
14,8,5.0,1404000000
14,72,5.0,1337558400
14,135,3.0,1349222400
14,136,4.0,1349308800
14,167,5.0,1343952000
14,196,4.0,1377734400
14,229,4.0,1344297600
14,238,4.0,1403740800
14,239,3.0,1403740800
14,268,5.0,1381708800
14,366,4.0,1352678400
14,493,4.0,1403740800
14,550,3.0,1349222400
14,699,5.0,1403740800
14,715,5.0,1403740800
14,716,5.0,1403740800
14,722,4.0,1310515200
14,728,4.0,1353024000
14,745,5.0,1347148800
14,754,3.0,1353974400
14,762,4.0,1386979200
14,767,5.0,1403740800
14,768,5.0,1403740800
14,807,4.0,1388448000
14,833,5.0,1403568000
14,874,4.0,1377734400
14,885,5.0,1388275200
14,943,4.0,1401062400
15,45,5.0,1333843200
15,80,5.0,1311292800
15,140,4.0,1332374400
15,211,5.0,1309651200
15,304,1.0,1310169600
16,307,5.0,1367107200
16,729,4.0,1400025600
16,761,5.0,1369958400
16,821,5.0,1364428800
17,93,3.0,1191974400
17,365,4.0,1261008000
17,367,5.0,1312588800
17,413,4.0,1187308800
17,577,3.0,1303171200
18,72,5.0,1241222400
18,88,4.0,1255564800
18,101,4.0,1255046400
18,119,4.0,1311120000
18,120,4.0,1311120000
18,198,4.0,1308700800
18,235,4.0,1295913600
18,310,4.0,1282780800
18,407,5.0,1367366400
18,440,4.0,1282780800
18,471,4.0,1303776000
18,484,4.0,1388880000
18,673,5.0,1301702400
19,577,1.0,1285545600
19,770,5.0,1397692800
19,819,3.0,1403654400
19,867,5.0,1373932800
19,913,5.0,1397692800
19,935,5.0,1397692800
20,264,5.0,1241568000
20,524,5.0,1281916800
20,741,4.0,1332547200
20,764,5.0,1364256000
20,813,4.0,1366416000
20,874,5.0,1379548800
21,104,3.0,1382313600
21,201,5.0,1344556800
21,539,3.0,1382313600
21,707,4.0,1382313600
22,41,1.0,1207526400
22,82,2.0,1299110400
22,264,5.0,1365033600
22,610,3.0,1304467200
23,126,5.0,1281571200
23,526,4.0,1337904000
23,795,3.0,1367971200
23,796,5.0,1369872000
23,897,4.0,1394928000
23,925,1.0,1398988800
23,933,5.0,1399161600
24,167,4.0,1366416000
24,481,5.0,1360800000
24,577,4.0,1285200000
24,939,4.0,1402531200
25,37,1.0,1347148800
25,42,5.0,1400630400
25,45,4.0,1400284800
25,48,5.0,1315526400
25,68,5.0,1334793600
25,117,5.0,1400544000
25,139,5.0,1350345600
25,161,4.0,1351036800
25,167,5.0,1343606400
25,176,5.0,1401062400
25,186,5.0,1400976000
25,196,1.0,1375056000
25,198,5.0,1400198400
25,211,5.0,1400198400
25,219,1.0,1256342400
25,229,1.0,1338854400
25,230,4.0,1400198400
25,231,5.0,1400371200
25,233,5.0,1400371200
25,235,5.0,1400716800
25,237,1.0,1400976000
25,246,3.0,1351036800
25,255,3.0,1400803200
25,271,5.0,1313107200
25,272,5.0,1369612800
25,298,2.0,1300924800
25,312,5.0,1351036800
25,334,1.0,1341964800
25,360,3.0,1294531200
25,364,5.0,1385078400
25,366,5.0,1361491200
25,407,5.0,1400889600
25,415,5.0,1398556800
25,433,5.0,1306281600
25,449,3.0,1374969600
25,453,5.0,1372377600
25,458,5.0,1396396800
25,476,5.0,1313366400
25,484,5.0,1400371200
25,530,5.0,1244764800
25,531,5.0,1267401600
25,553,5.0,1304035200
25,561,1.0,1342224000
25,563,5.0,1369612800
25,572,5.0,1334793600
25,577,3.0,1285113600
25,585,5.0,1375747200
25,592,1.0,1382313600
25,619,5.0,1308700800
25,648,5.0,1400371200
25,715,4.0,1401408000
25,754,3.0,1353542400
25,755,4.0,1335484800
25,761,2.0,1375056000
25,777,5.0,1369526400
25,805,5.0,1403913600
25,809,3.0,1401148800
25,810,1.0,1401321600
25,828,1.0,1361145600
25,835,3.0,1401408000
25,843,5.0,1396396800
25,849,2.0,1393200000
25,857,5.0,1372377600
25,867,5.0,1375142400
25,901,1.0,1318982400
25,904,5.0,1398816000
26,420,2.0,1404604800
26,485,5.0,1362787200
26,563,5.0,1379116800
