0,224,5.0,1388707200
0,303,5.0,1230422400
0,583,5.0,1381449600
0,743,4.0,1388361600
0,888,3.0,1377043200
1,130,5.0,1363824000
1,156,5.0,1331683200
1,164,5.0,1405036800
1,785,5.0,1326931200
1,897,5.0,1400976000
1,898,5.0,1405036800
1,899,5.0,1405036800
2,712,5.0,1366502400
2,843,5.0,1361318400
2,874,4.0,1368576000
2,894,5.0,1402704000
2,895,5.0,1405296000
2,897,5.0,1402790400
3,76,5.0,1337990400
3,130,5.0,1359072000
3,144,4.0,1110499200
3,156,5.0,1321228800
3,157,4.0,1308700800
3,259,5.0,1317772800
3,407,5.0,1358812800
3,536,5.0,1250208000
3,538,4.0,1244246400
3,583,4.0,1395619200
3,644,5.0,1265241600
3,868,4.0,1364860800
3,873,4.0,1366502400
3,895,5.0,1403395200
3,896,4.0,1401062400
3,899,5.0,1404259200
4,58,3.0,1308614400
4,211,4.0,1296864000
4,294,5.0,1308614400
4,359,4.0,1296864000
4,536,4.0,1293408000
4,593,5.0,1293408000
4,644,4.0,1386201600
4,861,5.0,1355961600
5,156,5.0,1332201600
5,785,4.0,1320624000
5,843,4.0,1360886400
5,894,5.0,1401753600
5,897,5.0,1403049600
6,1,5.0,1334793600
6,8,5.0,1372118400
6,31,5.0,1334620800
6,77,5.0,1337731200
6,127,4.0,1334793600
6,143,5.0,1370822400
6,149,3.0,1334793600
6,159,5.0,1402185600
6,168,5.0,1404518400
6,176,5.0,1338076800
6,179,5.0,1335312000
6,231,5.0,1338940800
6,246,5.0,1338076800
6,251,5.0,1404172800
6,279,4.0,1338940800
6,322,5.0,1334880000
6,388,5.0,1389744000
6,410,5.0,1398384000
6,424,5.0,1371686400
6,435,5.0,1371772800
6,438,5.0,1336176000
6,495,5.0,1334793600
6,517,5.0,1370649600
6,518,5.0,1372032000
6,537,5.0,1371600000
6,552,5.0,1394064000
6,554,5.0,1372291200
6,559,5.0,1334620800
6,586,5.0,1370304000
6,685,5.0,1402963200
6,751,4.0,1334620800
6,779,5.0,1363564800
6,849,5.0,1377907200
6,858,5.0,1389744000
7,130,5.0,1360195200
7,156,5.0,1331683200
7,422,4.0,1386201600
7,593,5.0,1329955200
7,785,5.0,1319414400
7,843,5.0,1360195200
7,874,5.0,1370476800
8,6,5.0,1389830400
8,152,4.0,1386892800
8,463,4.0,1202428800
8,635,4.0,1250726400
8,706,5.0,1329955200
8,707,5.0,1391126400
8,747,4.0,1324598400
8,895,4.0,1403568000
9,30,4.0,1358294400
9,130,5.0,1365465600
9,712,4.0,1359590400
9,843,5.0,1359504000
9,868,5.0,1365465600
9,897,5.0,1398902400
10,40,5.0,1383609600
10,88,5.0,1397088000
10,107,3.0,1347235200
10,718,5.0,1354233600
10,868,5.0,1365033600
10,894,5.0,1399248000
10,895,5.0,1405296000
10,896,5.0,1402617600
11,94,5.0,1285459200
11,100,5.0,1264809600
11,120,5.0,1326153600
11,121,5.0,1274659200
11,124,5.0,1264809600
11,130,5.0,1367798400
11,156,3.0,1330560000
11,260,5.0,1302998400
11,294,4.0,1264809600
11,295,5.0,1276560000
11,503,5.0,1325894400
11,553,5.0,1324771200
11,571,5.0,1314403200
11,836,4.0,1342569600
11,868,5.0,1368316800
12,40,5.0,1296864000
12,315,5.0,1296864000
12,449,1.0,1275696000
12,508,4.0,1269734400
12,545,4.0,1275177600
13,109,4.0,1321574400
13,156,5.0,1329782400
13,255,5.0,1317945600
13,707,5.0,1319587200
13,785,5.0,1319500800
14,6,5.0,1346803200
14,130,4.0,1364342400
14,166,5.0,1289865600
14,167,4.0,1290211200
14,198,5.0,1293494400
14,258,5.0,1291680000
14,267,4.0,1252368000
14,302,5.0,1338163200
14,303,5.0,1336089600
14,309,4.0,1290556800
14,325,5.0,1251072000
14,436,5.0,1290038400
14,479,5.0,1290038400
14,567,3.0,1293494400
14,639,5.0,1294963200
14,706,5.0,1311120000
14,712,4.0,1359504000
14,794,5.0,1346198400
14,832,5.0,1343952000
14,847,5.0,1346976000
15,11,5.0,1336262400
15,26,4.0,1310774400
15,62,5.0,1310774400
15,140,5.0,1339804800
15,223,5.0,1313798400
15,232,3.0,1339372800
15,315,4.0,1325808000
15,428,5.0,1325808000
15,519,5.0,1308700800
15,539,5.0,1336262400
15,578,5.0,1339200000
16,18,5.0,1288051200
16,298,5.0,1277596800
16,322,5.0,1313366400
16,461,5.0,1360800000
16,631,5.0,1317513600
16,843,5.0,1359590400
16,896,5.0,1401667200
16,897,5.0,1400025600
17,15,4.0,1244332800
17,18,4.0,1245974400
17,20,5.0,1245110400
17,134,4.0,1244592000
17,136,5.0,1247788800
17,155,4.0,1294185600
17,241,5.0,1199664000
17,260,2.0,1190678400
17,327,4.0,1247184000
17,410,5.0,1248652800
17,463,5.0,1197417600
17,464,4.0,1198108800
17,538,4.0,1326153600
17,581,4.0,1254096000
17,583,4.0,1256083200
17,623,3.0,1307491200
17,629,4.0,1298246400
17,644,4.0,1272585600
17,743,4.0,1327536000
17,750,5.0,1334102400
17,782,4.0,1370649600
18,66,5.0,1377302400
18,167,4.0,1405036800
18,285,5.0,1225497600
18,659,3.0,1363219200
18,680,4.0,1388880000
18,762,5.0,1377993600
18,863,4.0,1376784000
19,130,5.0,1360886400
19,843,5.0,1360886400
19,868,5.0,1360886400
19,894,5.0,1399593600
19,897,4.0,1399593600
20,66,5.0,1227830400
20,130,5.0,1368489600
20,183,5.0,1229472000
20,306,5.0,1230768000
20,577,4.0,1239148800
20,712,3.0,1368489600
20,843,5.0,1364342400
20,868,5.0,1368489600
21,94,5.0,1344988800
21,243,4.0,1344988800
21,318,4.0,1374105600
21,474,4.0,1347235200
21,500,5.0,1344988800
21,613,5.0,1346630400
21,706,5.0,1344988800
21,775,5.0,1344988800
21,801,5.0,1350086400
22,6,5.0,1381363200
22,14,5.0,1306454400
22,72,5.0,1209513600
22,115,4.0,1403049600
22,117,4.0,1310169600
22,153,5.0,1395273600
22,156,5.0,1341619200
22,186,5.0,1356134400
22,199,5.0,1329436800
22,223,5.0,1345161600
22,311,5.0,1387238400
22,432,3.0,1397865600
22,466,5.0,1316649600
22,563,5.0,1373155200
